trail_name,latitude,longitude
ViaJacobi,47.18244499377433,8.898355325136786
Brunnen Pikto Bahnhof-Ochsenplatz West,46.997185763488275,8.607915513464244
Waldstätterweg,46.99837266254074,8.41539901915177
Senda Lag Crest Ault,46.718940477278714,8.825527851998618
Gastlosen Tour,46.58077904617845,7.281341088135321
Rive Droite,46.20852280748102,6.009244183805574
Chemin des pyramides de Gypse,46.32913787214471,7.100358849972209
Jakobsweg Graubünden,46.8125122948833,9.613339227740425
Jöriseen Rundweg,46.776313454232664,9.950936257641443
Trutg dil Flem - Flimser Wasserweg,46.859735044307115,9.251470980019157
Aroser-Weisshorn-Weg,46.79462493579183,9.647714692643044
Silvretta Gletscherlehrpfad,46.85455782057663,10.036090104192196
Appenzeller Weg,47.323328359492606,9.422784511249306
Walserweg,46.68048350633006,9.687503029180409
Chemin du Jura bernois,47.20599767163446,7.099095864785405
Chemin de la Dôle,46.42993187342004,6.11619232629845
Schiesshorn-Weg,46.77477856025926,9.69293147533521
Goldauer Bergsturzspur,47.0603068904236,8.549589838136004
Chemin de la Dent de Vaulion,46.667124104416125,6.3417551750251615
Ybriger 7-Egg-Weg,47.006324354801826,8.747056653914177
Surettaseen-Weg,46.54373150229292,9.336504442116444
Tour de L’Argentine,46.28208740923616,7.132705980462676
Chemin des Narcisses,46.453905985732575,6.933425865481149
Grand Bisse d'Ayent,46.31116718721331,7.421250852581671
Chemin du 100e du CAS Jura,47.38670850657857,7.200461437587863
Alte Averserstrasse,46.50034216479434,9.47174567114235
Des Franches-Montagnes au Doubs,47.23498730285267,6.949334048101686
Sentiero Alpino Calanca,46.38378886650963,9.155996307486436
Auf dem Rücken des Schwyberg,46.69174602541396,7.265765941297984
ViaUrschweiz,46.907014176722726,8.519924044667226
Kerenzerberg Römerweg,47.12100557698271,9.120791132745481
Via Calanca,46.29444615286401,9.116975451249681
Brienzersee Drei Wasserfälleweg,46.71536500877821,7.982183839561886
Lauras Lieblingsplätze,47.36492519732647,9.473740392618085
Sentier du Lac de la Gruyère,46.66951290650533,7.102882359457848
Mythenweg,47.02863473117761,8.696855334596528
Witzweg,47.447563079578046,9.56551146254616
Gratweg Stoos,46.96113762213852,8.653626292684086
St. Galler Panoramaweg,47.41980738023482,9.380830489919255
Geopfad Wiriehorn,46.59473260072277,7.529853336651537
Flüela-Schwarzhorn-Weg,46.73445798422679,9.952967515179468
Via Alpina,46.73192308288328,8.210176310215974
Moorweg Rothenthurm,47.13672067313565,8.688371196582258
Tschuggen-Alpwanderweg,46.63573373684947,7.549832362507018
Senda Muottas da Schlarigna,46.486929371970874,9.872091202129923
Rigi Scheidegg-Weg,47.01104721398372,8.54092878946177
Heinzenberger-Gratweg,46.71500091966861,9.358330863325719
Lauberhorn Trail,46.58108801944654,7.940899612126295
Diemtigtaler Talwanderweg,46.6111193537368,7.528479951197218
Senda Val Müstair,46.63830424718998,10.336670923467162
Alpenweg Davos,46.7754739615684,9.789197369598114
Karstspur Silberen,46.99531734250527,8.895249354364552
Via Panoramica Val Bregaglia,46.354897572622576,9.607545259492635
